slice id,family,system,scale,slice kind,slice,quantity,metric,point estimate,95% CI (image-clustered),n questions,n images,counts provenance,evidence id
v2_06/fusion/train_40k/structural:choose/drop_shuffled,v2_06,fusion,40k,structural,structural:choose,drop_shuffled on the structural slice choose,v2_closed_vocab_top1_index_match,0.11344,"[0.08083, 0.14787]",1042,465,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-choose.drop_shuffled
v2_06/fusion/train_40k/structural:choose/drop_zeroed,v2_06,fusion,40k,structural,structural:choose,drop_zeroed on the structural slice choose,v2_closed_vocab_top1_index_match,0.05547,"[0.02595, 0.08566]",1042,465,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-choose.drop_zeroed
v2_06/fusion/train_40k/structural:compare/drop_shuffled,v2_06,fusion,40k,structural,structural:compare,drop_shuffled on the structural slice compare,v2_closed_vocab_top1_index_match,0.00861,"[-0.04576, 0.06736]",302,226,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-compare.drop_shuffled
v2_06/fusion/train_40k/structural:compare/drop_zeroed,v2_06,fusion,40k,structural,structural:compare,drop_zeroed on the structural slice compare,v2_closed_vocab_top1_index_match,-0.01854,"[-0.07774, 0.03988]",302,226,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-compare.drop_zeroed
v2_06/fusion/train_40k/structural:logical/drop_shuffled,v2_06,fusion,40k,structural,structural:logical,drop_shuffled on the structural slice logical,v2_closed_vocab_top1_index_match,0.10275,"[0.06784, 0.13830]",1236,561,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-logical.drop_shuffled
v2_06/fusion/train_40k/structural:logical/drop_zeroed,v2_06,fusion,40k,structural,structural:logical,drop_zeroed on the structural slice logical,v2_closed_vocab_top1_index_match,0.06100,"[0.02810, 0.09203]",1236,561,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-logical.drop_zeroed
v2_06/fusion/train_40k/structural:query/drop_shuffled,v2_06,fusion,40k,structural,structural:query,drop_shuffled on the structural slice query,v2_closed_vocab_top1_index_match,0.22674,"[0.20295, 0.25199]",3104,687,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-query.drop_shuffled
v2_06/fusion/train_40k/structural:query/drop_zeroed,v2_06,fusion,40k,structural,structural:query,drop_zeroed on the structural slice query,v2_closed_vocab_top1_index_match,0.18789,"[0.16325, 0.21355]",3104,687,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-query.drop_zeroed
v2_06/fusion/train_40k/structural:verify/drop_shuffled,v2_06,fusion,40k,structural,structural:verify,drop_shuffled on the structural slice verify,v2_closed_vocab_top1_index_match,0.07350,"[0.04781, 0.10077]",2030,615,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-verify.drop_shuffled
v2_06/fusion/train_40k/structural:verify/drop_zeroed,v2_06,fusion,40k,structural,structural:verify,drop_zeroed on the structural slice verify,v2_closed_vocab_top1_index_match,0.10128,"[0.07835, 0.12445]",2030,615,NOT_APPLICABLE,EV-SLC-v2_06.fusion.train_40k.structural-verify.drop_zeroed
